Height,Weight,Overall,pozicija
5'10,154,66,V
5'11,161,66,V
5'10,165,66,V
5'9,146,66,V
6'0,172,66,B
6'1,168,66,V
6'0,161,66,V
5'10,157,66,N
5'9,137,66,N
6'2,150,66,N
5'10,165,66,N
6'4,185,66,N
5'7,141,66,V
5'10,159,66,B
6'0,179,66,B
5'10,154,66,N
5'7,150,66,V
6'1,165,66,B
5'10,165,66,V
5'10,185,66,V
5'8,148,66,V
5'9,154,66,V
6'1,176,66,V
5'11,168,66,V
6'0,170,66,B
6'4,165,66,V
5'3,128,66,V
6'2,170,66,V
6'0,163,66,V
5'9,159,66,V
5'9,143,66,V
6'0,181,66,V
5'8,150,66,V
6'1,163,66,V
5'11,159,66,V
6'2,159,66,V
6'0,168,66,V
6'1,187,66,B
5'9,170,66,V
5'9,150,66,N
5'9,161,66,B
5'5,146,66,V
5'10,150,66,V
6'3,172,66,B
5'8,159,66,B
6'2,159,66,V
5'8,154,66,V
5'11,154,66,V
6'0,174,66,B
5'9,154,66,B
5'11,163,66,B
5'7,152,66,V
6'3,187,66,B
6'3,181,66,V
6'1,170,66,N
6'0,168,66,N
6'0,161,66,N
6'3,176,66,B
6'0,168,66,V
6'4,187,66,V
5'11,154,66,B
6'1,172,66,B
5'10,176,66,V
6'3,190,66,N
5'11,174,66,V
5'8,137,66,V
5'8,150,66,V
6'2,161,66,N
5'10,150,66,V
6'2,168,66,B
5'11,176,66,N
6'2,170,66,B
6'0,161,66,B
5'10,159,66,V
5'10,165,66,V
6'0,176,66,V
5'9,143,66,N
5'11,163,66,B
6'0,163,66,V
5'7,148,66,B
5'10,157,66,N
5'10,170,66,V
6'0,190,66,N
5'10,170,66,V
6'3,179,66,B
6'0,174,66,V
5'10,143,66,V
5'9,152,66,V
5'11,146,66,N
6'2,201,66,B
5'9,154,66,V
6'1,174,66,N
6'0,172,66,N
5'11,163,66,N
6'0,172,66,N
6'0,183,66,B
6'3,183,66,V
6'0,154,66,V
5'10,154,66,V
6'0,159,66,B
5'10,183,66,V
5'6,132,66,V
6'2,185,66,B
5'6,143,66,V
6'2,174,66,V
6'1,152,66,V
5'9,148,66,N
6'2,176,66,N
5'10,139,66,V
5'11,161,66,N
5'5,137,66,V
5'6,154,66,V
5'11,172,66,N
5'7,154,66,V
5'9,148,66,B
6'2,168,66,B
5'11,165,66,V
5'7,157,66,N
5'9,150,66,V
5'9,163,66,V
5'9,159,66,V
6'2,174,66,N
5'11,168,66,N
6'2,154,66,B
6'4,172,66,B
5'10,163,66,V
5'9,161,66,B
5'9,146,66,V
5'8,172,66,B
5'7,163,66,V
6'3,187,66,B
5'9,150,66,N
6'3,181,66,B
5'11,176,66,V
6'2,179,66,B
5'8,137,66,V
5'11,183,66,V
6'0,185,66,B
5'11,161,66,V
5'11,172,66,N
5'10,159,66,V
5'8,161,66,V
5'11,165,66,B
5'6,121,66,V
5'9,146,66,V
5'11,176,66,V
5'7,126,66,V
6'0,159,66,B
5'10,157,66,N
6'1,170,66,B
6'0,190,66,N
5'8,152,66,N
5'11,168,66,B
6'1,165,66,B
5'10,157,66,V
5'9,154,66,B
6'0,141,66,N
5'10,152,66,B
6'4,176,66,B
5'10,161,66,V
5'10,152,66,N
6'2,174,66,B
6'0,165,66,B
6'1,172,66,N
5'8,137,66,V
5'9,172,66,B
6'0,174,66,N
6'0,174,66,V
6'3,176,66,B
5'8,152,66,V
6'0,168,66,V
6'2,176,66,B
6'0,181,66,V
6'0,174,66,N
6'3,174,66,V
5'6,157,66,V
6'1,168,66,V
5'9,163,66,B
5'8,150,66,V
6'2,183,66,V
6'2,183,66,B
5'10,170,66,B
6'4,192,66,B
6'3,183,66,B
5'8,161,66,V
6'0,165,66,B
5'11,165,66,N
6'1,161,66,B
6'0,163,66,V
5'9,154,66,V
6'0,168,66,B
5'9,159,66,V
5'11,174,66,V
5'10,143,66,B
6'1,165,66,N
6'3,176,66,N
6'1,176,66,B
6'1,154,66,B
5'9,130,66,V
5'10,150,66,N
5'11,170,66,V
5'9,152,66,V
5'10,172,66,V
5'7,146,66,V
6'1,179,66,N
6'0,170,66,B
6'2,165,66,V
6'1,172,66,B
6'0,170,66,B
6'0,165,66,N
6'0,157,66,V
6'0,161,66,V
5'9,152,66,V
5'10,176,66,V
5'7,143,66,B
5'7,143,66,N
5'7,143,66,V
5'10,152,65,V
6'2,192,65,N
6'0,192,65,B
5'8,148,65,V
5'11,154,65,V
5'11,168,65,B
6'0,154,65,V
6'0,165,65,B
6'0,179,65,V
6'0,181,65,V
5'9,148,65,V
6'0,176,65,B
5'11,165,65,V
6'0,157,65,B
6'3,198,65,B
5'10,148,65,V
5'8,148,65,V
6'1,176,65,N
5'11,163,65,N
5'9,154,65,V
5'10,161,65,N
6'0,172,65,B
5'11,168,65,N
5'9,152,65,B
6'0,159,65,B
6'0,154,65,V
5'9,163,65,B
5'10,159,65,N
6'3,168,65,B
5'11,168,65,V
5'11,168,65,V
5'10,165,65,N
6'0,170,65,B
5'8,132,65,V
5'11,170,65,B
5'9,154,65,V
5'11,154,65,N
6'3,187,65,V
5'11,168,65,V
5'9,143,65,V
5'10,159,65,B
5'8,168,65,N
6'5,207,65,B
6'1,176,65,B
6'1,163,65,V
5'9,148,65,B
6'5,190,65,B
5'11,157,65,B
5'10,170,65,V
5'9,157,65,N
6'2,172,65,N
5'9,157,65,V
5'7,143,65,B
6'0,170,65,V
6'2,163,65,B
6'2,163,65,V
5'11,185,65,B
5'10,152,65,N
6'1,176,65,V
5'9,152,65,V
5'11,154,65,B
5'10,179,65,V
6'0,165,65,V
5'11,159,65,B
5'10,150,65,V
6'3,174,65,V
6'1,168,65,B
5'7,152,65,V
5'11,170,65,V
5'11,168,65,N
6'2,190,65,V
6'0,163,65,V
5'9,154,65,B
6'1,174,65,N
5'10,168,65,B
5'9,159,65,B
6'1,165,65,V
6'0,168,65,V
6'0,174,65,N
5'11,161,65,V
5'11,165,65,B
6'6,183,65,B
6'0,165,65,N
5'11,154,65,V
5'11,154,65,V
6'1,165,65,N
6'0,157,65,B
6'2,183,65,N
5'10,143,65,B
5'11,152,65,B
5'11,172,65,N
5'10,154,65,N
5'10,176,65,B
6'0,170,65,N
5'8,146,65,V
6'0,174,65,N
5'9,159,65,V
6'0,170,65,V
5'9,157,65,V
5'10,163,65,V
5'8,132,65,V
5'11,165,65,N
6'4,192,65,N
5'9,159,65,B
5'11,168,65,V
5'5,139,65,N
5'9,143,65,N
5'9,154,65,N
5'10,163,65,N
5'11,181,65,V
5'6,163,65,B
5'10,159,65,B
6'0,154,65,N
6'3,172,65,N
6'2,183,65,B
5'8,154,65,V
5'7,134,65,N
6'0,157,65,B
5'8,139,65,V
5'9,150,65,V
6'4,185,65,N
6'0,161,65,B
5'9,152,65,N
5'9,172,65,B
5'11,161,65,N
5'10,154,65,V
5'10,139,65,B
5'8,168,65,B
6'2,183,65,N
5'10,181,65,V
6'1,161,65,B
5'5,141,65,N
5'11,168,65,B
5'11,176,65,N
5'7,132,65,N
5'11,154,65,B
5'9,157,65,B
6'2,187,65,N
6'2,181,65,B
5'11,163,65,B
6'0,170,65,B
5'10,141,65,V
5'11,168,65,N
6'2,150,65,B
5'7,159,65,V
5'11,150,65,V
6'0,165,65,N
5'7,163,65,V
5'9,163,65,V
6'0,165,65,V
5'11,168,65,B
6'4,176,65,B
5'9,150,65,V
5'10,154,65,N
6'0,183,65,B
6'0,179,65,N
5'9,150,65,V
5'7,161,65,V
6'0,168,65,N
6'0,176,65,B
6'0,165,65,B
5'11,165,65,V
5'11,163,65,B
6'0,163,65,V
5'9,165,65,V
6'0,174,65,B
5'9,154,65,V
5'9,163,65,B
6'2,172,65,B
6'2,174,65,B
5'9,170,65,V
6'2,163,65,V
5'10,170,65,V
6'2,176,65,V
6'2,168,65,B
6'1,187,65,N
6'1,176,65,V
5'10,159,65,V
5'7,148,65,V
5'9,143,65,V
6'1,181,65,B
5'10,161,65,B
5'8,152,65,N
6'2,194,65,V
5'5,132,65,N
6'1,172,65,N
5'11,150,65,N
6'2,185,65,B
5'9,165,65,V
6'2,176,65,B
6'2,179,65,V
6'0,183,65,N
6'1,174,65,V
6'0,163,65,N
5'10,165,65,B
5'8,163,65,V
6'2,165,65,N
6'3,194,65,B
6'1,183,65,N
5'9,141,65,N
6'3,183,65,V
5'10,139,65,B
6'3,174,65,B
5'11,168,65,V
5'9,143,65,B
6'2,190,65,N
6'6,201,65,B
6'0,157,65,V
5'7,143,65,B
5'10,154,65,V
6'0,172,65,B
6'0,168,65,B
5'8,154,65,V
6'2,176,65,N
5'10,165,65,B
5'10,154,65,B
5'10,163,65,V
6'6,214,65,N
5'11,141,65,V
5'11,154,65,V
5'7,150,65,B
6'0,185,65,B
5'9,137,65,V
6'2,176,65,B
6'0,176,65,V
5'11,170,65,V
6'1,165,65,V
5'5,146,65,V
6'0,157,65,N
5'11,146,65,V
5'9,154,65,V
5'10,163,65,V
5'8,157,65,V
6'2,163,65,B
6'2,183,65,B
5'11,174,65,V
5'7,152,65,B
6'0,165,65,N
5'9,150,65,V
6'1,165,65,V
5'8,163,65,V
5'11,185,65,B
6'3,161,65,N
6'3,168,65,B
6'2,190,65,N
6'1,168,65,B
5'11,165,65,V
5'8,154,65,N
5'10,159,65,V
5'9,150,65,V
5'10,161,65,N
5'11,163,65,B
6'4,185,65,B
5'11,172,65,N
5'7,139,65,V
5'9,154,65,V
5'11,179,65,V
5'7,150,65,B
5'8,154,65,V
5'11,165,65,B
5'10,159,65,V
5'11,172,65,V
6'2,170,65,N
6'0,165,65,V
5'10,137,65,B
5'7,161,65,V
5'8,152,65,V
5'11,154,65,B
5'10,150,65,V
5'9,165,65,V
5'9,157,65,V
6'1,176,65,V
5'8,165,65,B
5'10,165,65,V
5'11,170,65,N
5'9,168,65,N
5'11,163,65,B
5'7,154,65,V
6'2,187,65,N
6'0,165,65,V
6'1,170,65,B
5'10,154,65,V
6'1,176,65,B
5'10,159,65,B
5'10,183,65,B
6'0,170,65,V
6'1,165,65,B
5'10,143,65,V
5'10,150,65,V
6'0,168,65,V
5'7,152,65,B
5'8,139,65,V
5'9,150,65,V
5'9,154,65,B
5'10,170,65,N
5'8,148,65,B
5'10,141,65,B
6'2,174,65,N
5'7,154,65,V
5'10,165,65,V
5'9,148,65,V
5'10,163,65,V
5'11,165,65,V
5'9,159,65,N
6'5,203,65,B
5'7,157,65,V
5'11,165,65,V
5'11,157,65,B
5'11,161,65,B
5'10,170,65,V
5'8,152,65,V
6'4,214,65,B
6'0,181,65,N
5'10,157,65,V
6'2,187,65,B
5'11,165,65,V
6'1,181,65,V
5'9,163,65,V
5'11,161,65,B
5'10,154,65,N
6'1,179,65,B
6'3,192,65,V
6'0,174,65,B
6'1,174,65,B
5'11,165,65,V
6'2,179,65,B
6'3,183,65,B
5'10,159,65,V
5'10,174,65,B
5'6,139,65,N
5'10,163,65,V
5'11,154,65,B
6'2,196,65,B
6'2,168,65,B
5'8,154,65,V
5'7,143,65,N
6'0,165,65,N
5'11,170,65,B
5'6,150,65,V
6'2,165,65,B
5'9,154,65,B
6'2,194,65,B
5'11,148,65,B
5'11,152,65,V
5'10,174,65,B
5'9,134,65,V
5'11,165,65,V
5'8,139,65,B
5'10,161,65,B
6'1,176,65,B
6'1,174,65,N
6'2,194,65,N
6'1,198,65,N
5'9,154,65,V
6'1,165,65,V
5'11,161,65,B
5'10,148,65,N
5'9,150,65,B
6'1,187,65,B
5'9,154,65,B
5'11,157,65,V
6'1,172,65,N
6'2,176,65,V
5'10,148,65,V
5'10,157,65,B
6'2,174,65,B
5'11,174,65,V
5'10,165,65,V
6'1,176,65,V
5'11,154,65,V
5'9,165,65,B
6'5,196,65,N
5'9,154,65,N
5'7,159,65,V
6'2,185,65,B
5'11,161,65,B
5'8,150,65,B
5'9,165,65,N
6'0,165,65,N
6'3,181,65,N
6'2,190,65,B
6'2,172,65,N
6'0,185,65,V
6'0,159,65,B
5'3,141,65,V
5'8,154,65,V
6'0,168,65,N
6'2,168,65,B
6'1,176,65,B
5'9,159,65,V
5'9,150,65,B
5'8,161,65,V
6'0,179,65,B
5'8,146,65,B
5'7,143,65,B
6'1,165,65,V
6'3,179,65,N
6'0,165,65,B
6'0,168,65,B
5'8,154,65,V
5'9,148,65,V
5'8,143,65,V
6'0,168,65,B
6'2,183,65,B
6'0,154,65,N
6'0,143,65,V
5'8,150,65,N
5'9,154,65,V
6'0,165,65,B
5'10,159,65,N
5'9,146,65,B
6'0,174,65,V
5'9,150,65,V
6'1,170,65,B
6'0,163,65,B
5'10,154,65,B
6'2,168,65,V
6'3,192,65,N
6'1,176,65,B
6'1,179,65,V
6'3,187,65,B
6'2,187,65,B
6'0,183,65,B
5'11,154,65,N
6'0,192,65,N
5'10,161,65,V
5'8,150,65,V
6'1,159,65,N
6'2,168,65,B
5'9,163,65,V
5'9,161,65,V
6'2,161,65,B
5'10,163,65,B
5'10,161,65,N
5'10,172,65,N
5'10,163,65,B
5'11,143,65,V
6'0,172,65,B
5'10,154,65,V
5'11,154,65,N
6'1,176,65,B
5'10,154,65,V
6'1,172,65,B
6'3,185,65,N
5'7,148,65,V
6'2,183,65,B
6'1,187,65,N
5'11,154,65,B
6'6,207,65,B
6'0,170,65,N
6'0,165,65,N
6'1,179,65,B
6'0,170,65,B
5'9,170,65,V
6'2,176,65,B
6'3,176,65,N
5'11,157,65,B
6'3,196,65,N
6'0,185,65,N
5'10,161,65,B
5'11,170,65,B
5'10,159,65,B
6'2,172,65,V
5'10,165,65,V
5'11,163,65,N
6'5,187,65,V
6'0,183,65,B
5'10,161,65,B
5'11,159,65,V
6'0,185,65,V
5'11,163,65,V
5'9,150,65,N
6'1,168,65,V
5'8,154,65,N
5'11,159,65,B
5'10,139,65,N
5'11,157,65,N
5'11,154,65,V
6'4,179,65,V
5'9,170,65,B
5'8,152,65,N
6'0,174,65,V
6'2,154,65,B
5'10,150,65,N
5'9,146,65,V
5'10,165,65,B
5'10,172,65,N
5'10,159,65,V
6'2,174,65,V
6'1,174,65,N
5'11,161,65,N
6'1,150,65,B
5'7,163,65,V
6'1,161,65,V
5'8,148,65,B
5'11,165,65,N
5'10,181,65,N
6'0,157,65,B
5'10,157,65,V
6'1,183,65,B
6'3,179,65,V
5'9,165,65,B
5'8,143,65,V
6'1,172,65,B
6'1,163,65,B
5'7,161,65,V
6'0,172,65,B
6'0,154,65,V
6'2,172,65,N
5'8,154,65,N
5'11,165,65,V
6'2,192,65,B
6'0,163,65,B
6'1,172,65,V
5'10,170,65,B
6'2,163,65,V
5'9,130,65,V
6'0,174,65,B
5'10,165,65,V
6'1,172,65,V
5'10,170,65,B
5'10,163,65,B
5'10,163,65,B
5'6,143,65,V
5'7,143,65,B
5'7,143,65,N
5'10,170,65,V
6'4,190,65,B
5'11,176,65,N
5'10,161,65,V
5'8,161,65,N
5'7,148,65,V
5'9,168,65,V
5'7,143,65,V
6'0,170,65,B
6'2,185,65,B
5'9,154,65,V
5'10,154,65,V
6'1,168,65,N
6'3,183,65,B
6'0,170,65,N
6'0,174,65,B
5'5,126,65,N
5'9,163,65,B
6'3,190,65,N
5'9,154,65,B
5'11,161,65,V
6'0,172,65,B
6'1,174,65,V
5'7,152,65,V
6'1,179,65,N
6'0,170,65,B
6'1,176,65,V
5'11,154,65,B
6'0,168,65,B
6'4,194,65,B
6'0,154,65,V
6'0,165,65,V
6'2,168,65,N
6'0,159,65,B
5'10,154,65,B
6'2,181,65,V
5'9,154,65,B
6'5,205,65,B
6'2,170,65,B
6'2,176,65,B
6'2,170,65,B
5'11,154,65,V
5'6,154,65,V
5'8,146,65,N
5'7,146,65,V
6'4,185,65,B
6'2,181,65,N
5'9,143,65,V
5'11,150,65,V
6'1,165,65,V
6'2,170,65,B
5'11,161,65,V
6'1,159,65,N
6'3,187,65,N
6'0,163,65,V
6'1,157,65,B
5'11,163,65,N
5'10,172,65,B
6'2,176,65,V
5'7,141,65,V
5'10,168,65,V
6'0,154,65,B
5'10,174,65,V
6'0,165,65,B
5'10,179,65,N
5'9,161,65,B
5'10,161,65,B
6'0,174,65,N
6'0,154,65,V
6'0,159,65,B
6'0,170,65,B
5'9,154,65,V
5'10,165,65,V
5'9,148,65,V
5'11,165,65,N
5'7,146,65,N
6'1,181,65,B
6'5,207,65,B
6'0,165,65,V
5'10,163,65,B
5'11,152,65,N
6'3,181,65,B
5'10,181,65,B
5'8,159,65,V
6'0,172,65,B
6'0,172,65,N
5'9,150,65,B
6'3,205,65,B
6'4,194,65,B
5'10,161,65,B
5'11,168,65,B
6'2,187,65,V
5'10,168,65,B
5'9,150,65,B
6'3,183,65,B
6'0,176,65,V
5'9,161,65,B
5'9,148,65,B
5'9,154,65,V
5'8,154,65,B
6'2,168,65,B
5'10,154,65,V
6'3,205,65,N
5'11,161,65,B
5'10,157,65,V
5'11,165,65,V
5'10,161,65,B
5'7,143,65,V
6'1,170,65,V
6'0,163,65,B
5'11,154,65,V
6'1,179,65,V
5'10,181,65,N
5'9,141,65,V
6'1,163,65,V
6'0,170,65,B
5'8,157,65,B
6'0,157,65,V
6'0,159,65,V
5'10,150,65,V
5'10,163,65,B
5'9,154,65,V
6'0,174,65,B
5'9,165,65,V
6'2,172,65,B
5'9,179,65,N
5'11,170,65,N
5'11,170,65,V
6'1,176,65,B
5'11,163,65,B
5'7,157,65,N
5'11,165,65,V
6'2,172,65,V
5'10,174,65,N
6'3,185,65,N
5'10,154,65,B
5'11,163,65,B
6'1,179,65,N
6'0,159,65,B
5'6,143,65,B
5'8,154,65,N
5'11,154,65,N
5'11,165,65,V
6'2,170,65,N
5'9,146,65,V
5'10,165,65,V
6'0,161,65,V
5'10,174,65,V
5'9,152,65,V
6'3,176,65,B
6'1,165,65,B
5'11,170,65,N
6'1,168,65,V
5'9,159,65,B
5'11,174,65,V
6'1,154,65,V
5'11,165,65,B
5'11,154,65,B
6'1,170,65,N
5'9,165,65,V
5'9,181,65,N
5'11,152,65,B
5'9,137,65,V
5'11,141,65,B
6'5,207,65,N
5'10,152,65,B
5'9,159,65,N
6'2,172,65,B
6'1,176,65,N
6'1,179,65,N
5'10,154,65,V
5'6,154,65,B
6'1,161,65,B
5'7,163,65,V
6'0,174,65,V
6'2,165,65,N
6'1,172,65,V
5'9,154,65,B
5'11,168,65,N
5'9,157,65,V
5'8,154,65,V
5'9,161,65,V
5'8,141,65,V
6'2,192,65,N
5'9,183,65,V
5'11,159,65,N
5'11,174,65,B
5'9,150,65,B
5'8,141,65,V
6'6,203,65,N
6'0,174,65,V
5'11,157,65,V
6'4,194,65,B
5'8,150,65,B
6'1,165,65,V
5'11,168,65,V
5'9,159,65,B
6'0,187,65,V
5'9,152,65,V
5'10,148,65,V
5'8,163,65,B
6'2,181,65,N
6'0,181,65,N
6'0,159,65,V
5'10,154,65,V
6'1,154,65,V
5'11,174,65,V
6'3,174,65,B
6'1,159,65,B
5'9,161,65,V
5'11,163,65,V
5'10,159,65,N
5'9,170,65,V
5'8,148,65,V
6'2,176,65,B
5'11,176,65,B
5'11,165,65,V
6'0,170,65,N
6'1,183,65,B
6'4,194,65,B
5'7,150,65,V
6'2,172,65,B
6'1,185,65,V
5'11,172,65,B
6'0,172,65,B
6'2,176,65,B
6'2,172,65,B
6'0,154,65,N
5'7,150,65,V
6'0,165,65,V
6'0,172,65,B
6'0,179,65,V
6'1,165,65,B
6'2,179,65,B
6'1,183,65,N
5'9,187,65,V
6'4,183,65,B
5'9,176,65,V
5'8,154,65,V
5'9,154,65,B
6'2,161,65,V
6'1,176,64,V
6'3,179,64,N
6'0,170,64,N
6'2,183,64,V
6'0,168,64,B
5'9,161,64,B
5'10,159,64,V
6'0,179,64,B
5'10,168,64,V
5'9,146,64,N
6'0,161,64,B
6'3,168,64,V
5'10,154,64,V
5'10,150,64,V
6'2,183,64,B
6'2,176,64,B
5'8,150,64,N
6'4,187,64,B
6'2,172,64,B
6'4,194,64,V
6'0,168,64,V
5'11,165,64,B
6'2,172,64,N
5'9,143,64,V
6'0,154,64,B
6'1,183,64,B
6'3,190,64,N
5'10,165,64,V
5'11,157,64,B
5'7,143,64,N
6'1,170,64,B
6'0,165,64,B
6'0,168,64,V
6'4,187,64,N
5'7,128,64,V
6'3,194,64,N
5'11,161,64,B
5'10,165,64,B
6'3,170,64,N
6'1,172,64,N
5'8,152,64,B
5'9,161,64,B
6'0,165,64,B
5'10,161,64,V
6'0,174,64,N
5'10,165,64,B
5'9,161,64,V
5'8,170,64,B
6'1,179,64,V
5'8,159,64,B
6'6,207,64,N
6'0,179,64,N
5'10,150,64,B
6'1,183,64,B
5'10,161,64,N
6'2,183,64,B
5'10,161,64,B
5'11,150,64,B
6'4,174,64,B
5'9,163,64,N
5'11,150,64,B
5'8,165,64,N
5'11,154,64,B
6'0,170,64,V
5'8,154,64,V
5'10,174,64,V
5'7,152,64,B
5'9,157,64,V
5'9,165,64,V
5'9,161,64,N
6'0,152,64,B
6'1,174,64,B
6'3,194,64,B
6'4,209,64,B
5'7,146,64,N
5'9,139,64,B
5'11,163,64,B
6'3,181,64,N
6'1,172,64,V
6'1,172,64,V
5'10,165,64,V
6'0,172,64,V
5'6,146,64,V
5'9,159,64,V
5'9,159,64,V
5'10,172,64,B
5'11,172,64,B
6'3,209,64,V
5'10,172,64,V
6'0,168,64,B
5'9,163,64,V
6'1,170,64,N
6'3,192,64,N
6'2,181,64,N
6'5,194,64,B
6'0,161,64,V
6'0,168,64,V
5'10,163,64,V
5'10,154,64,V
5'7,143,64,V
5'7,146,64,V
6'2,176,64,B
6'1,181,64,B
5'9,154,64,V
5'10,159,64,B
5'6,150,64,V
5'11,172,64,N
5'10,154,64,N
5'9,148,64,B
5'9,154,64,V
5'11,168,64,V
6'1,168,64,N
5'11,168,64,B
6'0,165,64,N
6'0,168,64,V
6'0,170,64,V
5'8,159,64,N
5'8,154,64,V
5'7,139,64,N
6'0,165,64,N
6'1,163,64,B
6'3,185,64,B
6'0,168,64,B
6'1,159,64,B
5'10,161,64,N
5'11,161,64,V
5'5,132,64,V
5'11,165,64,V
5'10,165,64,N
6'2,185,64,B
6'0,176,64,N
6'2,176,64,N
5'10,146,64,B
6'1,174,64,B
5'9,157,64,V
5'9,154,64,B
6'0,179,64,V
5'9,150,64,N
5'11,170,64,V
6'2,196,64,N
6'0,163,64,V
5'11,165,64,V
5'10,163,64,V
5'9,152,64,V
5'11,165,64,B
6'0,170,64,B
5'9,150,64,V
5'8,154,64,B
5'11,168,64,V
5'11,165,64,V
6'0,163,64,N
6'2,179,64,N
5'11,170,64,V
5'9,159,64,N
6'0,159,64,B
5'11,150,64,V
6'0,161,64,B
5'11,174,64,B
5'11,161,64,B
6'6,185,64,B
5'10,163,64,N
5'11,168,64,N
6'1,187,64,B
5'8,157,64,N
6'4,185,64,V
5'9,172,64,N
6'4,205,64,B
6'0,192,64,B
5'11,168,64,V
5'7,132,64,N
5'9,146,64,B
6'0,154,64,V
6'2,168,64,B
5'9,148,64,V
6'2,168,64,B
5'10,165,64,V
6'0,170,64,B
6'1,152,64,B
6'4,172,64,N
6'0,174,64,B
5'11,168,64,B
5'6,150,64,V
5'9,157,64,B
5'9,154,64,B
6'0,168,64,B
6'1,163,64,V
5'11,170,64,N
5'10,170,64,V
6'3,194,64,B
6'0,165,64,B
5'10,152,64,V
5'10,159,64,B
6'0,172,64,B
5'10,165,64,B
6'0,172,64,B
5'11,170,64,V
6'2,179,64,V
6'1,183,64,N
6'0,174,64,N
5'10,168,64,V
6'0,159,64,N
6'2,190,64,B
5'8,165,64,V
5'10,141,64,V
6'0,187,64,V
5'7,139,64,V
6'0,179,64,V
5'9,152,64,V
6'0,161,64,V
5'9,150,64,B
6'2,183,64,B
5'10,141,64,V
5'10,165,64,V
6'0,165,64,B
6'0,161,64,B
6'2,174,64,V
6'4,165,64,B
5'9,143,64,B
6'0,159,64,B
6'0,163,64,N
6'0,174,64,V
5'10,168,64,V
5'7,148,64,V
5'6,141,64,V
5'10,154,64,B
6'2,159,64,N
6'0,172,64,V
6'1,170,64,B
5'11,183,64,V
6'0,172,64,V
5'11,161,64,N
6'4,192,64,B
5'10,143,64,B
5'11,161,64,B
5'11,170,64,N
6'0,161,64,V
5'10,170,64,B
5'9,159,64,B
5'10,172,64,N
6'0,161,64,V
5'9,150,64,V
5'10,154,64,N
5'11,165,64,V
6'0,154,64,V
5'7,150,64,V
6'2,181,64,B
6'2,172,64,V
6'0,161,64,V
5'11,159,64,N
6'2,190,64,B
6'0,165,64,B
6'3,185,64,N
5'7,154,64,V
6'1,165,64,B
6'3,194,64,B
5'6,146,64,B
5'7,152,64,V
5'10,150,64,V
5'9,157,64,N
6'0,168,64,V
6'1,170,64,B
6'0,190,64,B
5'7,139,64,B
6'0,161,64,N
5'11,176,64,N
5'7,161,64,V
6'0,163,64,B
6'0,159,64,V
5'9,170,64,V
6'3,187,64,N
6'2,190,64,B
5'6,157,64,V
5'7,137,64,V
6'3,194,64,B
6'0,150,64,V
6'5,190,64,V
6'1,154,64,B
6'0,150,64,V
5'9,165,64,B
6'2,190,64,B
5'8,154,64,V
5'11,168,64,V
5'9,170,64,B
6'0,176,64,N
5'10,163,64,V
5'11,152,64,V
6'0,170,64,N
6'0,176,64,N
5'10,159,64,V
6'0,165,64,V
5'10,150,64,V
5'7,137,64,B
5'9,163,64,V
5'9,152,64,V
5'10,165,64,N
6'0,165,64,B
6'4,165,64,N
5'10,150,64,B
5'9,159,64,B
5'9,159,64,V
6'2,185,64,V
5'8,154,64,B
6'6,205,64,B
5'10,150,64,N
6'3,185,64,V
5'9,172,64,V
6'2,168,64,B
6'0,141,64,N
5'11,143,64,B
5'9,154,64,V
5'10,148,64,N
5'8,154,64,V
5'9,137,64,V
6'0,190,64,V
6'1,165,64,V
6'0,161,64,B
6'1,159,64,N
5'7,148,64,N
5'10,157,64,N
5'8,148,64,N
6'0,163,64,V
5'8,146,64,V
6'0,168,64,B
6'3,174,64,V
5'9,157,64,N
5'10,132,64,V
6'0,170,64,B
6'2,174,64,B
5'11,168,64,B
5'11,148,64,B
5'11,161,64,V
5'11,170,64,N
5'10,157,64,N
5'9,159,64,N
5'10,159,64,B
5'10,163,64,B
6'0,165,64,B
5'10,185,64,B
6'0,165,64,B
5'9,148,64,V
5'10,154,64,B
6'1,172,64,V
5'11,143,64,V
6'1,165,64,V
6'4,176,64,V
5'11,168,64,N
6'4,161,64,B
5'9,154,64,N
5'8,161,64,B
5'8,157,64,V
6'1,185,64,B
5'9,141,64,V
6'2,179,64,V
6'2,187,64,V
5'8,150,64,B
6'2,172,64,B
6'0,168,64,N
6'0,183,64,B
5'8,148,64,V
5'8,141,64,V
6'0,161,64,N
6'0,172,64,B
6'1,159,64,N
5'9,143,64,B
6'4,181,64,B
5'10,181,64,B
5'11,179,64,V
6'4,179,64,B
5'10,165,64,N
6'2,165,64,B
6'2,165,64,B
6'2,165,64,V
5'7,157,64,V
6'0,179,64,V
5'8,132,64,V
6'0,176,64,B
6'2,132,64,B
6'1,176,64,V
5'11,165,64,B
6'1,185,64,B
6'0,143,64,V
6'0,172,64,B
5'9,148,64,N
5'5,139,64,V
6'0,172,64,V
5'10,172,64,B
6'1,181,64,B
6'0,163,64,V
5'9,132,64,V
5'6,128,64,N
5'11,163,64,B
6'3,192,64,N
5'11,174,64,B
5'11,168,64,V
5'9,172,64,V
5'10,159,64,N
6'5,185,64,B
6'4,174,64,B
6'0,168,64,N
6'0,165,64,B
5'10,141,64,N
6'1,176,64,B
5'11,157,64,V
5'4,146,64,V
6'2,194,64,B
6'1,168,64,B
5'9,137,64,B
6'3,176,64,B
6'0,187,64,B
6'0,154,64,B
6'4,205,64,B
5'10,154,64,N
5'11,146,64,V
6'0,165,64,B
