Name,pozicija,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
L. Rodríguez,B,68,68,68,72,70,70,70,72,71,71,71,72,70,70,70,72,72,69,69,69,72,71,68,68,68,71,72,56,60,70,57,74,59,60,64,74,86,85,78,68,75,72,67,80,71,67,65,69,70,72,40,68,67,70,68,10,7,10,6,8,73
Marcos Paneira,V,61,61,61,63,62,62,62,63,65,65,65,64,68,68,68,64,69,72,72,72,69,69,72,72,72,69,61,59,72,73,41,71,42,43,71,66,59,55,57,73,61,54,71,72,73,64,68,72,41,71,51,66,78,75,74,11,10,9,8,9,73
K. Bartley,B,46,46,46,45,45,45,45,45,47,47,47,49,53,53,53,49,62,66,66,66,62,64,71,71,71,64,39,24,75,65,23,44,33,34,53,62,58,53,41,62,45,36,55,71,90,20,81,67,25,38,46,66,71,73,70,6,10,14,10,7,73
K. Monnet-Paquet,V,70,70,70,71,70,70,70,71,70,70,70,71,67,67,67,71,66,62,62,62,66,64,59,59,59,64,73,67,63,73,67,70,68,58,63,70,83,83,76,66,70,73,66,82,73,67,64,53,70,68,57,68,49,47,58,10,6,9,6,16,73
G. Cameron,V,63,63,63,64,64,64,64,64,65,65,65,65,68,68,68,65,70,72,72,72,70,70,74,74,74,70,63,49,75,72,54,68,68,60,60,72,53,63,62,72,49,64,79,76,80,56,77,75,60,68,63,78,71,75,73,7,16,6,10,14,73
R. Yabo,V,67,67,67,70,70,70,70,70,72,72,72,72,72,72,72,72,69,70,70,70,69,68,65,65,65,68,54,59,55,75,70,75,42,53,74,76,82,79,81,71,81,61,73,90,74,57,64,65,66,72,61,74,64,63,60,15,16,15,16,9,73
A. Najar,B,68,68,68,72,71,71,71,72,71,71,71,72,70,70,70,72,72,70,70,70,72,72,69,69,69,72,71,66,59,72,58,75,70,63,67,74,80,75,81,72,82,66,78,71,62,63,67,71,70,69,66,73,70,74,73,12,9,12,8,16,73
B. Ramselaar,V,68,68,68,72,71,71,71,72,72,72,72,72,70,70,70,72,67,66,66,66,67,65,60,60,60,65,63,62,56,75,64,73,66,57,68,75,83,83,77,74,74,66,52,81,64,64,67,60,72,69,58,70,63,52,48,7,10,15,12,12,73
T. Ciğerci,V,68,68,68,68,68,68,68,68,68,68,68,69,71,71,71,69,71,72,72,72,71,71,71,71,71,71,67,61,70,74,64,68,74,61,72,70,68,68,63,67,63,76,75,84,75,68,72,73,72,67,59,70,72,72,70,12,11,11,9,12,73
O. Pérez,V,67,67,67,68,69,69,69,68,72,72,72,68,71,71,71,68,59,64,64,64,59,57,58,58,58,57,72,56,59,78,75,69,80,82,77,78,50,51,60,73,74,76,31,34,80,74,58,56,70,83,63,81,55,49,48,10,16,15,7,13,73
F. Diedhiou,N,71,71,71,62,66,66,66,62,62,62,62,59,54,54,54,59,42,44,44,44,42,41,45,45,45,41,33,76,79,57,63,66,53,33,35,68,53,65,60,64,58,76,60,55,87,59,63,22,79,50,75,61,35,22,16,7,10,15,11,12,73
F. Novák,B,67,67,67,69,68,68,68,69,68,68,68,70,69,69,69,70,72,70,70,70,72,72,70,70,70,72,73,63,70,71,54,68,64,61,67,70,80,78,79,66,67,64,70,86,71,61,71,69,70,64,42,73,70,72,69,11,8,14,10,7,73
P. Martinez,B,55,55,55,60,57,57,57,60,60,60,60,62,63,63,63,62,69,69,69,69,69,70,72,72,72,70,67,37,71,66,40,71,44,50,70,66,68,68,68,66,67,52,75,75,74,56,75,69,34,55,45,73,74,74,75,11,14,15,12,16,73
M. Santos,N,71,71,71,70,70,70,70,70,69,69,69,69,63,63,63,69,54,53,53,53,54,52,50,50,50,52,64,73,71,65,68,71,66,62,57,70,77,75,71,72,77,72,76,68,70,69,80,37,73,64,70,69,31,31,27,13,10,12,6,10,73
J. Kopic,V,67,67,67,72,71,71,71,72,71,71,71,72,66,66,66,72,59,55,55,55,59,55,47,47,47,55,74,65,48,70,67,75,68,68,64,76,81,79,75,65,80,72,59,71,58,69,53,38,68,71,59,70,42,38,31,11,14,13,11,6,73
C. Keşerü,V,72,72,72,68,70,70,70,68,68,68,68,68,64,64,64,68,56,53,53,53,56,53,48,48,48,53,67,76,69,66,70,62,68,71,58,66,73,65,59,76,78,80,64,72,72,69,40,47,79,69,75,70,32,32,28,14,10,12,8,12,73
O. Opazo,B,69,69,69,72,70,70,70,72,70,70,70,72,69,69,69,72,72,69,69,69,72,72,68,68,68,72,73,70,57,72,53,72,64,62,70,71,82,84,86,70,81,68,59,81,70,67,73,64,72,57,51,71,68,67,77,14,11,9,9,7,73
André Geraldes,B,58,58,58,63,61,61,61,63,62,62,62,66,63,63,63,66,72,69,69,69,72,72,70,70,70,72,72,36,60,72,35,62,57,36,54,68,76,78,67,71,72,55,80,77,71,32,69,72,63,58,48,64,73,73,71,9,12,11,8,7,73
Juli Piresinho,B,57,57,57,58,57,57,57,58,56,56,56,60,59,59,59,60,71,68,68,68,71,71,74,74,74,71,75,20,71,70,56,65,64,70,46,68,64,75,62,65,61,87,70,68,80,68,84,73,36,42,65,67,74,76,75,10,7,9,7,8,73
J. Schlupp,B,69,69,69,70,70,70,70,70,69,69,69,71,67,67,67,71,72,68,68,68,72,71,69,69,69,71,69,60,64,71,64,73,62,34,55,66,83,89,78,71,77,75,75,78,75,56,70,68,73,67,67,63,68,70,71,9,7,8,10,9,73
Vinicius Cardenha,B,58,58,58,63,59,59,59,63,59,59,59,64,61,61,61,64,71,67,67,67,71,71,70,70,70,71,74,52,67,68,43,71,54,46,52,62,66,82,71,74,55,46,67,79,66,42,72,71,42,45,67,73,67,75,71,16,13,10,12,8,73
B. Lozano,V,66,66,66,71,70,70,70,71,70,70,70,71,65,65,65,71,58,54,54,54,58,55,46,46,46,55,68,66,51,75,65,78,68,69,65,75,82,83,79,54,78,75,74,80,42,65,65,32,65,62,55,68,39,38,34,6,10,14,10,11,73
P. Hrošovský,V,60,60,60,66,66,66,66,66,68,68,68,68,71,71,71,68,66,66,66,66,66,63,55,55,55,63,61,59,35,77,41,64,48,39,76,66,60,68,61,76,77,54,50,77,44,62,35,71,70,73,40,57,43,70,53,13,14,9,6,12,73
Gabriel Silva,B,65,65,65,69,68,68,68,69,68,68,68,70,69,69,69,70,72,70,70,70,72,71,68,68,68,71,75,54,53,75,59,70,73,58,72,72,75,77,78,71,73,72,71,75,62,59,70,69,69,60,57,65,70,73,70,15,6,10,5,7,73
B. Johnsen,N,71,71,71,66,68,68,68,66,65,65,65,65,59,59,59,65,51,50,50,50,51,50,50,50,50,50,44,74,78,59,64,69,49,41,53,68,74,77,74,65,58,69,77,78,78,73,68,21,75,52,68,68,39,37,30,12,11,9,7,14,73
M. Yanga-Mbiwa,B,52,52,52,54,53,53,53,54,54,54,54,57,59,59,59,57,66,68,68,68,66,68,71,71,71,68,52,23,74,68,28,61,33,23,64,61,65,66,62,72,62,52,73,67,75,41,76,72,36,42,49,65,69,73,73,9,13,9,6,10,73
R. Hennings,N,71,71,71,67,69,69,69,67,66,66,66,67,63,63,63,67,56,55,55,55,56,54,52,52,52,54,61,73,67,64,68,66,68,66,56,69,66,69,63,73,68,82,74,85,78,73,78,36,72,59,70,69,38,35,34,15,10,12,12,14,73
J. Bamba,V,70,70,70,73,72,72,72,73,71,71,71,72,65,65,65,72,57,53,53,53,57,54,46,46,46,54,64,71,55,68,68,80,70,52,63,74,86,85,80,63,78,77,71,73,56,69,62,32,69,67,70,64,28,37,38,15,14,15,8,9,73
Ivo Rodrigues,N,68,68,68,73,72,72,72,73,71,71,71,71,65,65,65,71,59,55,55,55,59,56,49,49,49,56,70,67,48,68,66,79,68,66,53,75,84,77,92,68,72,76,83,71,60,67,68,36,70,69,70,64,36,41,39,8,7,16,11,13,73
F. Tissone,V,65,65,65,65,66,66,66,65,67,67,67,66,70,70,70,66,68,72,72,72,68,67,70,70,70,67,59,58,54,74,67,64,69,73,72,72,60,57,61,70,59,83,78,72,71,68,80,73,66,65,59,69,72,74,65,9,6,11,14,14,73
B. Alıcı,V,65,65,65,72,70,70,70,72,70,70,70,71,64,64,64,71,56,52,52,52,56,52,43,43,43,52,73,69,39,72,65,75,66,58,64,73,82,82,80,60,75,65,49,69,50,61,62,26,69,68,58,65,42,30,30,10,7,9,8,12,73
G. Bussmann,B,63,63,63,61,61,61,61,61,60,60,60,62,62,62,62,62,70,69,69,69,70,71,74,74,74,71,69,54,76,62,41,61,51,56,59,66,66,69,63,73,62,76,75,69,75,62,76,75,51,48,39,69,73,77,76,15,9,15,14,10,73
J. Al Hussien,V,65,65,65,70,69,69,69,70,71,71,71,70,69,69,69,70,61,62,62,62,61,58,56,56,56,58,72,69,44,75,57,75,63,67,70,74,62,60,71,65,68,65,54,60,67,69,66,56,64,79,73,65,53,48,47,10,8,6,9,7,73
G. Poblete,V,57,57,57,63,62,62,62,63,65,65,65,65,68,68,68,65,69,71,71,71,69,68,68,68,68,68,52,47,50,74,41,72,55,40,70,72,66,67,74,66,85,60,74,83,63,55,74,74,43,64,54,69,72,72,66,6,12,13,6,8,73
M. Niakhaté,B,54,54,54,58,55,55,55,58,57,57,57,60,60,60,60,60,69,69,69,69,69,70,72,72,72,70,62,35,74,66,39,64,32,36,63,65,69,75,65,70,52,36,76,76,81,39,71,71,34,48,44,61,73,74,68,9,14,6,8,7,73
N. Benedetti,V,65,65,65,70,70,70,70,70,72,72,72,71,69,69,69,71,59,59,59,59,59,57,50,50,50,57,58,67,42,74,47,74,60,52,67,75,78,74,73,65,74,63,53,76,59,70,47,41,67,75,50,71,46,49,38,7,7,13,10,6,73
Y. Sanogo,N,72,72,72,67,70,70,70,67,68,68,68,66,63,63,63,66,51,51,51,51,51,48,46,46,46,48,49,74,72,73,68,67,52,48,56,75,67,67,58,68,37,76,74,68,79,65,46,36,73,59,65,70,31,21,19,16,13,8,15,11,73
E. Álvarez,B,61,61,61,61,60,60,60,61,60,60,60,64,64,64,64,64,70,70,70,70,70,70,71,71,71,70,64,40,74,72,63,64,27,30,71,71,71,70,73,71,66,67,73,73,72,30,71,72,55,45,65,70,71,72,71,7,11,10,7,6,73
S. Sunzu,B,50,50,50,47,48,48,48,47,51,51,51,50,58,58,58,50,62,68,68,68,62,65,72,72,72,65,36,23,72,66,35,39,47,55,64,62,49,63,55,66,67,50,81,74,88,57,71,68,34,42,46,67,71,74,72,14,15,12,9,10,73
M. Kanazaki,N,71,71,71,71,71,71,71,71,70,70,70,71,65,65,65,71,56,54,54,54,56,53,50,50,50,53,67,72,68,74,70,71,65,50,57,69,82,78,82,66,68,70,71,84,82,66,79,31,71,69,74,70,41,24,25,12,14,11,12,11,73
Paulinho,B,62,62,62,68,66,66,66,68,66,66,66,70,66,66,66,70,73,67,67,67,73,72,67,67,67,72,72,45,55,68,45,72,70,68,54,73,83,86,75,74,76,57,79,87,60,49,68,66,65,59,47,66,68,68,70,9,12,6,11,10,73
L. Bustamante,V,64,64,64,70,69,69,69,70,72,72,72,71,68,68,68,71,55,55,55,55,55,51,44,44,44,51,65,66,43,79,59,72,49,57,74,73,76,71,81,63,80,67,74,71,56,68,56,24,62,78,53,66,35,37,32,8,10,9,16,6,73
E. Schelotto,B,67,67,67,69,69,69,69,69,68,68,68,70,69,69,69,70,73,71,71,71,73,72,71,71,71,72,75,52,64,69,59,74,67,57,65,73,67,75,67,74,65,75,70,83,69,65,85,71,73,62,54,66,72,72,70,11,11,6,5,9,73
Ignasi Miquel,B,49,49,49,51,51,51,51,51,53,53,53,55,59,59,59,55,66,68,68,68,66,67,71,71,71,67,49,18,73,69,26,55,27,24,58,69,64,66,60,62,37,57,60,68,78,21,75,74,26,54,43,62,69,74,70,11,7,6,6,9,73
Álex Gallar,V,69,69,69,71,70,70,70,71,71,71,71,71,66,66,66,71,57,54,54,54,57,53,48,48,48,53,72,75,55,71,58,76,76,80,70,71,73,76,75,62,72,69,63,73,65,71,42,27,69,68,74,66,58,36,25,16,13,9,15,7,73
Orlando Sá,N,72,72,72,67,70,70,70,67,67,67,67,66,62,62,62,66,51,53,53,53,51,50,53,53,53,50,49,76,78,65,64,71,49,41,49,73,63,58,63,67,56,75,71,71,80,59,73,22,76,67,71,74,48,43,25,10,13,14,10,6,73
T. Ince,N,67,67,67,72,71,71,71,72,71,71,71,71,65,65,65,71,55,51,51,51,55,51,41,41,41,51,70,69,40,67,44,76,75,73,59,75,80,77,86,68,81,70,55,70,52,70,38,33,73,67,68,67,33,35,21,9,12,15,8,8,73
Víctor Rodríguez,V,68,68,68,72,72,72,72,72,73,73,73,72,68,68,68,72,60,58,58,58,60,57,49,49,49,57,69,68,40,73,52,73,69,79,66,76,79,74,79,69,79,74,30,68,63,74,52,33,72,74,80,59,47,47,44,12,11,15,11,9,73
L. Baal,B,57,57,57,62,58,58,58,62,61,61,61,64,65,65,65,64,71,70,70,70,71,71,71,71,71,71,75,44,67,73,56,62,53,50,65,69,73,71,66,65,72,50,67,79,73,58,75,73,34,59,66,71,68,74,72,12,13,10,14,16,73
A. Ounas,N,67,67,67,72,71,71,71,72,72,72,72,72,67,67,67,72,61,58,58,58,61,58,51,51,51,58,65,68,51,72,64,79,68,62,65,75,86,77,88,64,80,68,58,68,48,65,64,47,68,67,60,65,28,54,47,8,6,8,7,12,73
H. Afful,B,65,65,65,69,69,69,69,69,69,69,69,71,70,70,70,71,72,70,70,70,72,71,68,68,68,71,73,47,55,69,58,70,70,54,68,71,79,81,77,75,79,76,74,80,64,64,69,72,71,72,53,72,72,68,66,8,13,10,8,11,73
C. Clemens,V,70,70,70,72,72,72,72,72,72,72,72,72,68,68,68,72,61,60,60,60,61,59,56,56,56,59,68,66,68,73,61,70,75,69,67,73,83,79,70,73,72,73,68,74,68,71,58,39,71,73,55,69,58,45,37,16,6,12,15,6,73
F. Dionisi,N,72,72,72,68,70,70,70,68,66,66,66,65,58,58,58,65,52,49,49,49,52,51,48,48,48,51,42,74,67,65,71,68,52,51,36,71,79,85,66,72,68,75,74,72,63,69,68,30,74,53,70,73,38,27,29,6,11,8,6,11,73
H. Harbaoui,N,72,72,72,67,68,68,68,67,66,66,66,65,59,59,59,65,48,48,48,48,48,46,46,46,46,46,61,78,78,66,71,66,47,46,48,71,69,55,56,66,56,72,64,60,78,67,81,28,76,58,63,74,19,24,22,7,7,7,12,16,73
M. Nervo,B,57,57,57,55,55,55,55,55,55,55,55,58,60,60,60,58,68,69,69,69,68,69,72,72,72,69,57,38,77,64,41,48,55,44,64,66,63,64,48,78,58,55,75,84,80,43,76,70,51,38,38,69,69,74,68,10,9,10,11,7,73
J. Djourou,B,51,51,51,47,48,48,48,47,47,47,47,49,51,51,51,49,61,63,63,63,61,65,71,71,71,65,44,35,75,58,34,31,42,39,44,47,65,72,53,73,37,42,66,54,87,28,72,73,44,46,48,69,70,73,72,16,15,13,7,14,73
P. Karlsson,B,49,49,49,47,47,47,47,47,47,47,47,48,50,50,50,48,62,63,63,63,62,65,71,71,71,65,35,32,66,54,32,42,34,29,46,49,67,72,66,67,67,51,85,64,78,30,68,75,36,39,40,68,74,75,77,11,15,14,14,9,73
M. Rangel,N,72,72,72,65,68,68,68,65,65,65,65,63,60,60,60,63,50,50,50,50,50,49,50,50,50,49,49,78,78,58,80,64,60,62,50,68,59,63,71,67,56,74,79,74,79,70,54,31,81,61,65,68,54,25,23,8,8,8,13,15,73
S. Pérez,V,64,64,64,67,67,67,67,67,69,69,69,68,71,71,71,68,68,70,70,70,68,68,66,66,66,68,59,50,50,74,66,72,62,59,75,75,69,63,69,66,68,72,71,73,68,70,60,70,66,72,52,77,68,71,69,14,14,7,9,16,73
F. Manríquez,V,64,64,64,67,67,67,67,67,69,69,69,69,72,72,72,69,68,69,69,69,68,67,63,63,63,67,68,55,57,75,59,67,71,78,72,73,63,66,60,68,81,76,45,86,61,75,67,67,61,77,75,71,54,69,59,9,7,11,13,13,73
Abraham González,V,64,64,64,68,67,67,67,68,69,69,69,69,71,71,71,69,68,70,70,70,68,67,63,63,63,67,74,59,48,80,48,64,76,70,78,75,69,64,68,65,51,79,29,72,68,70,72,64,58,74,62,72,60,68,65,10,8,6,11,10,73
Ailton Valpaços,B,62,62,62,60,61,61,61,60,61,61,61,61,64,64,64,61,66,69,69,69,66,68,72,72,72,68,47,42,72,73,50,60,60,48,67,66,71,62,67,64,62,79,76,75,79,76,80,65,55,50,50,72,70,75,77,8,13,9,9,10,73
J. Koundé,B,50,50,50,49,50,50,50,49,51,51,51,52,55,55,55,52,64,67,67,67,64,67,71,71,71,67,26,29,74,66,32,49,27,26,57,66,72,70,64,72,72,41,78,68,66,23,66,73,28,33,43,57,74,74,72,11,10,8,14,13,73
E. Mena,B,60,60,60,66,64,64,64,66,65,65,65,68,67,67,67,68,72,70,70,70,72,71,69,69,69,71,72,38,50,72,38,68,59,41,64,70,76,72,70,75,78,61,71,78,67,53,74,71,67,60,58,68,67,73,74,10,12,12,10,13,73
W. Janssen,B,65,65,65,63,64,64,64,63,65,65,65,64,69,69,69,64,68,72,72,72,68,68,72,72,72,68,69,60,77,73,62,68,52,48,74,70,42,42,64,70,64,74,83,73,74,63,75,78,60,66,75,75,74,67,69,6,9,14,15,10,73
Douglas Armeira,B,62,62,62,65,63,63,63,65,63,63,63,66,64,64,64,66,72,69,69,69,72,71,71,71,71,71,70,54,59,69,53,69,63,47,52,67,70,74,71,68,76,71,71,83,67,50,82,70,57,56,58,66,77,74,72,12,7,11,11,7,73
M. Demiral,B,50,50,50,47,48,48,48,47,49,49,49,49,55,55,55,49,62,67,67,67,62,65,72,72,72,65,31,32,68,62,34,51,48,23,61,53,56,65,61,63,56,60,68,69,82,38,71,77,26,38,41,61,74,77,73,15,7,13,6,11,73
M. Kamiński,B,64,64,64,62,63,63,63,62,63,63,63,63,66,66,66,63,68,71,71,71,68,69,72,72,72,69,55,53,70,72,44,59,52,54,75,66,65,76,54,72,58,72,78,65,76,60,65,73,59,56,34,58,76,73,71,9,10,7,6,10,73
K. Phillips,V,66,66,66,65,66,66,66,65,67,67,67,66,69,69,69,66,69,72,72,72,69,69,71,71,71,69,57,64,60,72,55,63,52,67,72,69,66,67,68,67,70,75,75,83,77,70,82,71,66,64,58,64,69,74,73,8,8,8,12,14,73
B. Dejaegere,V,67,67,67,71,71,71,71,71,72,72,72,72,72,72,72,72,72,71,71,71,72,71,68,68,68,71,63,51,54,71,68,76,64,68,65,74,81,71,90,75,83,75,80,90,70,68,80,72,72,75,60,76,64,69,68,7,8,9,9,8,73
R. Orsolini,N,67,67,67,72,70,70,70,72,71,71,71,72,66,66,66,72,58,55,55,55,58,54,47,47,47,54,76,58,52,76,68,79,76,66,60,80,79,77,78,64,68,76,50,64,66,68,44,40,62,68,56,74,52,26,24,11,11,14,6,12,73
J. Riedewald,V,61,61,61,63,63,63,63,63,65,65,65,66,68,68,68,66,70,72,72,72,70,70,71,71,71,70,65,46,69,77,45,66,35,35,75,75,65,63,69,65,61,69,67,67,68,49,69,74,53,64,42,62,73,74,72,15,7,15,9,15,73
Miguel Veloso,V,69,69,69,72,71,71,71,72,74,74,74,72,76,76,76,72,68,71,71,71,68,67,67,67,67,67,82,61,67,83,70,73,83,81,85,82,60,53,69,69,75,80,74,54,72,80,71,71,65,80,73,81,40,72,70,16,7,9,8,15,73
B. Zuculini,V,63,63,63,66,66,66,66,66,68,68,68,67,70,70,70,67,67,71,71,71,67,67,69,69,69,67,59,50,58,78,59,72,49,48,73,74,65,69,69,71,64,75,66,57,67,59,82,71,54,72,73,71,72,70,63,12,9,12,9,13,73
J. Moreira,B,58,58,58,66,63,63,63,66,65,65,65,69,67,67,67,69,72,68,68,68,72,72,66,66,66,72,76,26,65,76,28,67,59,32,71,74,86,88,76,64,76,55,66,84,55,59,65,59,62,51,39,68,71,72,66,8,9,15,16,6,73
V. Qazaishvili,V,71,71,71,73,73,73,73,73,74,74,74,72,69,69,69,72,57,56,56,56,57,53,48,48,48,53,64,69,59,76,63,82,79,66,66,77,69,62,76,71,73,75,42,69,71,81,41,34,72,70,67,76,54,30,30,8,9,11,9,12,73
G. Toledo,B,62,62,62,68,67,67,67,68,67,67,67,70,68,68,68,70,72,68,68,68,72,71,66,66,66,71,68,43,52,68,27,73,37,25,63,69,85,81,76,75,68,66,77,86,66,55,62,70,67,68,37,70,57,72,72,7,7,10,10,10,73
E. Barreto,V,68,68,68,68,69,69,69,68,70,70,70,68,72,72,72,68,70,73,73,73,70,70,72,72,72,70,66,56,60,76,68,68,73,76,74,74,66,66,66,70,62,83,48,60,74,74,78,76,69,73,60,72,74,76,72,11,6,15,14,15,73
N. Bungert,B,51,51,51,47,48,48,48,47,49,49,49,48,54,54,54,48,60,65,65,65,60,63,72,72,72,63,42,35,76,68,36,44,30,48,60,55,42,45,53,74,57,59,68,32,68,33,60,75,35,37,42,73,78,77,74,10,8,12,16,8,73
C. Montes,B,55,55,55,55,56,56,56,55,58,58,58,58,63,63,63,58,65,69,69,69,65,67,72,72,72,67,41,32,76,64,31,52,62,37,70,62,58,67,71,69,55,50,77,76,79,35,73,71,59,61,48,74,68,74,73,9,10,5,5,13,73
J. Poulsen,V,66,66,66,68,68,68,68,68,70,70,70,69,71,71,71,69,67,68,68,68,67,65,63,63,63,65,74,67,52,74,67,69,72,77,73,71,50,63,70,70,73,72,70,80,70,73,73,68,69,73,82,75,60,62,53,14,8,8,10,6,73
A. Grünwald,V,69,69,69,70,70,70,70,70,71,71,71,71,71,71,71,71,66,67,67,67,66,64,62,62,62,64,67,69,58,74,64,73,75,79,70,75,65,66,64,69,68,73,65,80,84,70,65,61,65,76,68,70,55,56,55,12,13,12,11,12,73
S. Clucas,V,67,67,67,70,69,69,69,70,70,70,70,72,72,72,72,72,70,69,69,69,70,69,65,65,65,69,71,67,60,76,68,74,65,67,70,72,68,74,66,68,63,67,72,91,68,68,56,68,64,72,65,69,67,66,57,6,9,9,8,6,73
J. Bořil,B,62,62,62,64,63,63,63,64,62,62,62,65,64,64,64,65,71,68,68,68,71,71,70,70,70,71,73,42,68,64,42,63,57,35,56,69,76,74,72,74,73,66,70,83,72,58,82,69,60,57,39,72,69,72,71,6,9,7,14,15,73
D. Nagbe,V,71,71,71,73,73,73,73,73,74,74,74,73,71,71,71,73,65,65,65,65,65,63,60,60,60,63,51,67,58,82,70,79,72,68,63,78,83,79,86,79,81,75,72,79,68,69,59,50,61,70,61,80,55,55,50,6,8,12,7,13,73
J. Mišić,V,68,68,68,69,70,70,70,69,72,72,72,69,72,72,72,69,64,69,69,69,64,63,65,65,65,63,50,62,58,76,66,74,68,77,75,76,65,67,69,72,65,72,74,65,75,72,63,66,67,74,64,74,63,65,51,7,13,8,12,5,73
J. Gélin,B,51,51,51,54,54,54,54,54,57,57,57,57,62,62,62,57,66,70,70,70,66,67,71,71,71,67,44,30,68,70,30,58,52,33,67,68,59,66,61,73,61,52,71,69,72,35,73,71,26,58,48,71,72,75,71,8,11,7,12,14,73
Xeka,V,62,62,62,63,66,66,66,63,68,68,68,65,72,72,72,65,65,71,71,71,65,65,67,67,67,65,45,46,59,77,45,71,74,68,76,75,55,55,60,68,54,75,75,73,69,65,68,68,62,75,51,66,71,69,63,7,5,11,5,6,73
M. Rosenberg,N,71,71,71,70,70,70,70,70,70,70,70,69,65,65,65,69,56,56,56,56,56,53,53,53,53,53,69,76,68,70,70,66,65,71,58,71,65,63,69,73,63,74,87,68,81,69,84,42,75,73,74,81,35,32,31,10,8,16,8,11,73
Diego Lopes,V,66,66,66,71,71,71,71,71,72,72,72,71,69,69,69,71,61,59,59,59,61,59,51,51,51,59,64,65,55,72,59,76,68,61,68,75,74,72,81,73,84,69,49,69,33,64,71,42,68,73,67,67,36,53,51,16,11,7,15,11,73
O. Gonzalez,B,50,50,50,44,46,46,46,44,47,47,47,48,54,54,54,48,61,65,65,65,61,64,72,72,72,64,35,31,80,57,46,37,36,27,64,52,48,68,42,59,32,47,85,76,92,35,70,71,35,49,30,63,66,73,75,14,13,10,16,14,73
Costinha,V,70,70,70,74,73,73,73,74,74,74,74,73,72,72,72,73,68,67,67,67,68,67,62,62,62,67,65,64,65,73,57,75,66,57,69,74,90,80,90,77,84,73,70,81,39,75,85,66,72,71,70,65,56,62,50,6,7,10,7,10,73
E. Palacios,V,70,70,70,73,73,73,73,73,73,73,73,72,72,72,72,72,68,67,67,67,68,67,62,62,62,67,64,68,57,74,47,75,58,42,70,75,76,78,81,70,76,78,72,78,59,77,58,60,73,73,54,72,59,64,61,10,5,8,9,6,73
Sergio Tejera,V,67,67,67,70,70,70,70,70,71,71,71,70,72,72,72,70,70,71,71,71,70,68,67,67,67,68,68,67,45,75,58,71,76,77,72,74,67,67,72,70,65,72,57,74,70,71,83,66,67,75,70,72,68,71,69,12,7,16,9,14,73
Samir,B,50,50,50,52,51,51,51,52,52,52,52,56,57,57,57,56,68,68,68,68,68,69,72,72,72,69,63,24,68,62,28,58,29,30,58,62,66,68,50,66,36,60,60,69,76,26,78,74,30,47,44,65,73,76,74,11,11,14,11,14,73
Carlos Hernández,B,56,56,56,49,51,51,51,49,51,51,51,51,56,56,56,51,61,65,65,65,61,63,71,71,71,63,34,40,81,62,27,49,26,24,60,58,55,50,50,62,45,73,85,73,84,37,71,71,43,40,39,64,68,72,71,13,9,12,14,14,73
L. Martínez Quarta,B,63,63,63,63,63,63,63,63,64,64,64,65,66,66,66,65,68,70,70,70,68,69,71,71,71,69,59,49,76,70,49,65,46,43,72,68,73,74,67,71,63,63,76,67,73,51,69,70,59,61,54,70,72,71,72,10,15,12,10,15,73
F. Barba,B,48,48,48,48,47,47,47,48,48,48,48,50,53,53,53,50,64,66,66,66,64,67,72,72,72,67,37,21,73,61,32,48,30,29,56,59,69,69,67,68,51,47,66,68,75,31,72,76,27,29,35,66,75,73,74,7,11,12,13,8,73
T. Elyounoussi,V,71,71,71,73,73,73,73,73,72,72,72,72,65,65,65,72,59,55,55,55,59,56,51,51,51,56,68,70,62,67,76,76,68,65,48,74,82,82,90,74,91,72,77,75,64,69,56,38,73,73,65,72,56,33,28,15,8,9,14,7,73
R. Morioka,V,67,67,67,70,70,70,70,70,72,72,72,70,68,68,68,70,54,54,54,54,54,51,45,45,45,51,71,72,58,78,59,70,65,70,72,73,69,54,72,65,71,67,62,62,59,71,39,27,72,78,64,75,32,42,34,5,8,6,13,6,73
J. Valdés,V,67,67,67,72,71,71,71,72,73,73,73,72,72,72,72,72,61,63,63,63,61,58,54,54,54,58,73,65,45,79,67,74,72,74,76,78,66,65,71,65,71,74,31,61,61,70,68,53,72,78,75,69,50,56,34,9,6,8,15,11,73
Bruno Xadas,V,68,68,68,73,72,72,72,73,73,73,73,72,69,69,69,72,61,59,59,59,61,58,52,52,52,58,72,64,45,74,71,77,82,65,66,76,76,73,76,74,72,81,74,65,62,77,58,46,67,72,69,69,36,47,43,15,7,11,15,10,73
A. Büttner,B,69,69,69,71,70,70,70,71,70,70,70,72,70,70,70,72,72,70,70,70,72,71,70,70,70,71,80,58,65,71,60,73,78,75,72,74,74,77,70,70,74,82,73,71,68,72,79,66,70,69,74,69,67,73,74,8,11,14,14,10,73
